layer 1 => input_tensor                  [(None, 256, 256, 3)]                     param = 1.0 
layer 394 => block5d_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 395 => block5d_drop                  (None, 16, 16, 200)                  param = 51200 
layer 396 => block5d_add                   (None, 16, 16, 200)                  param = 51200 
layer 397 => block5e_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 398 => block5e_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 399 => block5e_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 400 => block5e_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 401 => block5e_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 402 => block5e_activation            (None, 16, 16, 1200)                  param = 307200 
layer 403 => block5e_se_squeeze            (None, 1200)                    param = 1200 
layer 404 => block5e_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 405 => block5e_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 406 => block5e_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 407 => block5e_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 408 => block5e_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 409 => block5e_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 410 => block5e_drop                  (None, 16, 16, 200)                  param = 51200 
layer 411 => block5e_add                   (None, 16, 16, 200)                  param = 51200 
layer 412 => block5f_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 413 => block5f_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 414 => block5f_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 415 => block5f_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 416 => block5f_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 417 => block5f_activation            (None, 16, 16, 1200)                  param = 307200 
layer 418 => block5f_se_squeeze            (None, 1200)                    param = 1200 
layer 419 => block5f_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 420 => block5f_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 421 => block5f_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 422 => block5f_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 423 => block5f_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 424 => block5f_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 425 => block5f_drop                  (None, 16, 16, 200)                  param = 51200 
layer 426 => block5f_add                   (None, 16, 16, 200)                  param = 51200 
layer 427 => block5g_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 428 => block5g_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 429 => block5g_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 430 => block5g_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 431 => block5g_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 432 => block5g_activation            (None, 16, 16, 1200)                  param = 307200 
layer 433 => block5g_se_squeeze            (None, 1200)                    param = 1200 
layer 434 => block5g_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 435 => block5g_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 436 => block5g_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 437 => block5g_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 438 => block5g_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 439 => block5g_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 440 => block5g_drop                  (None, 16, 16, 200)                  param = 51200 
layer 441 => block5g_add                   (None, 16, 16, 200)                  param = 51200 
layer 442 => block5h_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 443 => block5h_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 444 => block5h_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 445 => block5h_dwconv                (None, 16, 16, 1200)                  param = 307200 
layer 446 => block5h_bn                    (None, 16, 16, 1200)                  param = 307200 
layer 447 => block5h_activation            (None, 16, 16, 1200)                  param = 307200 
layer 448 => block5h_se_squeeze            (None, 1200)                    param = 1200 
layer 449 => block5h_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 450 => block5h_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 451 => block5h_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 452 => block5h_se_excite             (None, 16, 16, 1200)                  param = 307200 
layer 453 => block5h_project_conv          (None, 16, 16, 200)                  param = 51200 
layer 454 => block5h_project_bn            (None, 16, 16, 200)                  param = 51200 
layer 455 => block5h_drop                  (None, 16, 16, 200)                  param = 51200 
layer 456 => block5h_add                   (None, 16, 16, 200)                  param = 51200 
layer 457 => block6a_expand_conv           (None, 16, 16, 1200)                  param = 307200 
layer 458 => block6a_expand_bn             (None, 16, 16, 1200)                  param = 307200 
layer 459 => block6a_expand_activation     (None, 16, 16, 1200)                  param = 307200 
layer 460 => block6a_dwconv_pad            (None, 19, 19, 1200)                  param = 433200 
layer 461 => block6a_dwconv                (None, 8, 8, 1200)                  param = 76800 
layer 462 => block6a_bn                    (None, 8, 8, 1200)                  param = 76800 
layer 463 => block6a_activation            (None, 8, 8, 1200)                  param = 76800 
layer 464 => block6a_se_squeeze            (None, 1200)                    param = 1200 
layer 465 => block6a_se_reshape            (None, 1, 1, 1200)                  param = 1200 
layer 466 => block6a_se_reduce             (None, 1, 1, 50)                  param = 50 
layer 467 => block6a_se_expand             (None, 1, 1, 1200)                  param = 1200 
layer 468 => block6a_se_excite             (None, 8, 8, 1200)                  param = 76800 
layer 469 => block6a_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 470 => block6a_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 471 => block6b_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 472 => block6b_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 473 => block6b_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 474 => block6b_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 475 => block6b_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 476 => block6b_activation            (None, 8, 8, 2064)                  param = 132096 
layer 477 => block6b_se_squeeze            (None, 2064)                    param = 2064 
layer 478 => block6b_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 479 => block6b_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 480 => block6b_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 481 => block6b_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 482 => block6b_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 483 => block6b_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 484 => block6b_drop                  (None, 8, 8, 344)                  param = 22016 
layer 485 => block6b_add                   (None, 8, 8, 344)                  param = 22016 
layer 486 => block6c_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 487 => block6c_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 488 => block6c_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 489 => block6c_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 490 => block6c_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 491 => block6c_activation            (None, 8, 8, 2064)                  param = 132096 
layer 492 => block6c_se_squeeze            (None, 2064)                    param = 2064 
layer 493 => block6c_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 494 => block6c_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 495 => block6c_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 496 => block6c_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 497 => block6c_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 498 => block6c_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 499 => block6c_drop                  (None, 8, 8, 344)                  param = 22016 
layer 500 => block6c_add                   (None, 8, 8, 344)                  param = 22016 
layer 501 => block6d_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 502 => block6d_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 503 => block6d_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 504 => block6d_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 505 => block6d_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 506 => block6d_activation            (None, 8, 8, 2064)                  param = 132096 
layer 507 => block6d_se_squeeze            (None, 2064)                    param = 2064 
layer 508 => block6d_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 509 => block6d_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 510 => block6d_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 511 => block6d_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 512 => block6d_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 513 => block6d_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 514 => block6d_drop                  (None, 8, 8, 344)                  param = 22016 
layer 515 => block6d_add                   (None, 8, 8, 344)                  param = 22016 
layer 516 => block6e_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 517 => block6e_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 518 => block6e_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 519 => block6e_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 520 => block6e_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 521 => block6e_activation            (None, 8, 8, 2064)                  param = 132096 
layer 522 => block6e_se_squeeze            (None, 2064)                    param = 2064 
layer 523 => block6e_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 524 => block6e_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 525 => block6e_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 526 => block6e_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 527 => block6e_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 528 => block6e_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 529 => block6e_drop                  (None, 8, 8, 344)                  param = 22016 
layer 530 => block6e_add                   (None, 8, 8, 344)                  param = 22016 
layer 531 => block6f_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 532 => block6f_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 533 => block6f_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 534 => block6f_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 535 => block6f_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 536 => block6f_activation            (None, 8, 8, 2064)                  param = 132096 
layer 537 => block6f_se_squeeze            (None, 2064)                    param = 2064 
layer 538 => block6f_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 539 => block6f_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 540 => block6f_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 541 => block6f_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 542 => block6f_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 543 => block6f_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 544 => block6f_drop                  (None, 8, 8, 344)                  param = 22016 
layer 545 => block6f_add                   (None, 8, 8, 344)                  param = 22016 
layer 546 => block6g_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 547 => block6g_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 548 => block6g_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 549 => block6g_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 550 => block6g_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 551 => block6g_activation            (None, 8, 8, 2064)                  param = 132096 
layer 552 => block6g_se_squeeze            (None, 2064)                    param = 2064 
layer 553 => block6g_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 554 => block6g_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 555 => block6g_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 556 => block6g_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 557 => block6g_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 558 => block6g_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 559 => block6g_drop                  (None, 8, 8, 344)                  param = 22016 
layer 560 => block6g_add                   (None, 8, 8, 344)                  param = 22016 
layer 561 => block6h_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 562 => block6h_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 563 => block6h_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 564 => block6h_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 565 => block6h_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 566 => block6h_activation            (None, 8, 8, 2064)                  param = 132096 
layer 567 => block6h_se_squeeze            (None, 2064)                    param = 2064 
layer 568 => block6h_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 569 => block6h_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 570 => block6h_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 571 => block6h_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 572 => block6h_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 573 => block6h_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 574 => block6h_drop                  (None, 8, 8, 344)                  param = 22016 
layer 575 => block6h_add                   (None, 8, 8, 344)                  param = 22016 
layer 576 => block6i_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 577 => block6i_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 578 => block6i_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 579 => block6i_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 580 => block6i_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 581 => block6i_activation            (None, 8, 8, 2064)                  param = 132096 
layer 582 => block6i_se_squeeze            (None, 2064)                    param = 2064 
layer 583 => block6i_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 584 => block6i_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 585 => block6i_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 586 => block6i_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 587 => block6i_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 588 => block6i_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 589 => block6i_drop                  (None, 8, 8, 344)                  param = 22016 
layer 590 => block6i_add                   (None, 8, 8, 344)                  param = 22016 
layer 591 => block6j_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 592 => block6j_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 593 => block6j_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 594 => block6j_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 595 => block6j_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 596 => block6j_activation            (None, 8, 8, 2064)                  param = 132096 
layer 597 => block6j_se_squeeze            (None, 2064)                    param = 2064 
layer 598 => block6j_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 599 => block6j_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 600 => block6j_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 601 => block6j_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 602 => block6j_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 603 => block6j_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 604 => block6j_drop                  (None, 8, 8, 344)                  param = 22016 
layer 605 => block6j_add                   (None, 8, 8, 344)                  param = 22016 
layer 606 => block6k_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 607 => block6k_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 608 => block6k_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 609 => block6k_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 610 => block6k_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 611 => block6k_activation            (None, 8, 8, 2064)                  param = 132096 
layer 612 => block6k_se_squeeze            (None, 2064)                    param = 2064 
layer 613 => block6k_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 614 => block6k_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 615 => block6k_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 616 => block6k_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 617 => block6k_project_conv          (None, 8, 8, 344)                  param = 22016 
layer 618 => block6k_project_bn            (None, 8, 8, 344)                  param = 22016 
layer 619 => block6k_drop                  (None, 8, 8, 344)                  param = 22016 
layer 620 => block6k_add                   (None, 8, 8, 344)                  param = 22016 
layer 621 => block7a_expand_conv           (None, 8, 8, 2064)                  param = 132096 
layer 622 => block7a_expand_bn             (None, 8, 8, 2064)                  param = 132096 
layer 623 => block7a_expand_activation     (None, 8, 8, 2064)                  param = 132096 
layer 624 => block7a_dwconv                (None, 8, 8, 2064)                  param = 132096 
layer 625 => block7a_bn                    (None, 8, 8, 2064)                  param = 132096 
layer 626 => block7a_activation            (None, 8, 8, 2064)                  param = 132096 
layer 627 => block7a_se_squeeze            (None, 2064)                    param = 2064 
layer 628 => block7a_se_reshape            (None, 1, 1, 2064)                  param = 2064 
layer 629 => block7a_se_reduce             (None, 1, 1, 86)                  param = 86 
layer 630 => block7a_se_expand             (None, 1, 1, 2064)                  param = 2064 
layer 631 => block7a_se_excite             (None, 8, 8, 2064)                  param = 132096 
layer 632 => block7a_project_conv          (None, 8, 8, 576)                  param = 36864 
layer 633 => block7a_project_bn            (None, 8, 8, 576)                  param = 36864 
layer 634 => block7b_expand_conv           (None, 8, 8, 3456)                  param = 221184 
layer 635 => block7b_expand_bn             (None, 8, 8, 3456)                  param = 221184 
layer 636 => block7b_expand_activation     (None, 8, 8, 3456)                  param = 221184 
layer 637 => block7b_dwconv                (None, 8, 8, 3456)                  param = 221184 
layer 638 => block7b_bn                    (None, 8, 8, 3456)                  param = 221184 
layer 639 => block7b_activation            (None, 8, 8, 3456)                  param = 221184 
layer 640 => block7b_se_squeeze            (None, 3456)                    param = 3456 
layer 641 => block7b_se_reshape            (None, 1, 1, 3456)                  param = 3456 
layer 642 => block7b_se_reduce             (None, 1, 1, 144)                  param = 144 
layer 643 => block7b_se_expand             (None, 1, 1, 3456)                  param = 3456 
layer 644 => block7b_se_excite             (None, 8, 8, 3456)                  param = 221184 
layer 645 => block7b_project_conv          (None, 8, 8, 576)                  param = 36864 
layer 646 => block7b_project_bn            (None, 8, 8, 576)                  param = 36864 
layer 647 => block7b_drop                  (None, 8, 8, 576)                  param = 36864 
layer 648 => block7b_add                   (None, 8, 8, 576)                  param = 36864 
layer 649 => block7c_expand_conv           (None, 8, 8, 3456)                  param = 221184 
layer 650 => block7c_expand_bn             (None, 8, 8, 3456)                  param = 221184 
layer 651 => block7c_expand_activation     (None, 8, 8, 3456)                  param = 221184 
layer 652 => block7c_dwconv                (None, 8, 8, 3456)                  param = 221184 
layer 653 => block7c_bn                    (None, 8, 8, 3456)                  param = 221184 
layer 654 => block7c_activation            (None, 8, 8, 3456)                  param = 221184 
layer 655 => block7c_se_squeeze            (None, 3456)                    param = 3456 
layer 656 => block7c_se_reshape            (None, 1, 1, 3456)                  param = 3456 
layer 657 => block7c_se_reduce             (None, 1, 1, 144)                  param = 144 
layer 658 => block7c_se_expand             (None, 1, 1, 3456)                  param = 3456 
layer 659 => block7c_se_excite             (None, 8, 8, 3456)                  param = 221184 
layer 660 => block7c_project_conv          (None, 8, 8, 576)                  param = 36864 
layer 661 => block7c_project_bn            (None, 8, 8, 576)                  param = 36864 
layer 662 => block7c_drop                  (None, 8, 8, 576)                  param = 36864 
layer 663 => block7c_add                   (None, 8, 8, 576)                  param = 36864 
layer 664 => top_conv                      (None, 8, 8, 2304)                  param = 147456 
layer 665 => top_bn                        (None, 8, 8, 2304)                  param = 147456 
layer 666 => top_activation                (None, 8, 8, 2304)                  param = 147456 
layer 667 => avg_pool                      (None, 2304)                    param = 2304 
layer 668 => top_dropout                   (None, 2304)                    param = 2304 
layer 669 => predictions                   (None, 1000)                    param = 1000 
