layer 1 => input_tensor                  [(None, 256, 256, 3)]                     param = 1.0 
layer 393 => block4i_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 394 => block4i_drop                  (None, 16, 16, 160)                  param = 40960 
layer 395 => block4i_add                   (None, 16, 16, 160)                  param = 40960 
layer 396 => block4j_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 397 => block4j_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 398 => block4j_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 399 => block4j_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 400 => block4j_bn                    (None, 16, 16, 960)                  param = 245760 
layer 401 => block4j_activation            (None, 16, 16, 960)                  param = 245760 
layer 402 => block4j_se_squeeze            (None, 960)                    param = 960 
layer 403 => block4j_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 404 => block4j_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 405 => block4j_se_expand             (None, 1, 1, 960)                  param = 960 
layer 406 => block4j_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 407 => block4j_project_conv          (None, 16, 16, 160)                  param = 40960 
layer 408 => block4j_project_bn            (None, 16, 16, 160)                  param = 40960 
layer 409 => block4j_drop                  (None, 16, 16, 160)                  param = 40960 
layer 410 => block4j_add                   (None, 16, 16, 160)                  param = 40960 
layer 411 => block5a_expand_conv           (None, 16, 16, 960)                  param = 245760 
layer 412 => block5a_expand_bn             (None, 16, 16, 960)                  param = 245760 
layer 413 => block5a_expand_activation     (None, 16, 16, 960)                  param = 245760 
layer 414 => block5a_dwconv                (None, 16, 16, 960)                  param = 245760 
layer 415 => block5a_bn                    (None, 16, 16, 960)                  param = 245760 
layer 416 => block5a_activation            (None, 16, 16, 960)                  param = 245760 
layer 417 => block5a_se_squeeze            (None, 960)                    param = 960 
layer 418 => block5a_se_reshape            (None, 1, 1, 960)                  param = 960 
layer 419 => block5a_se_reduce             (None, 1, 1, 40)                  param = 40 
layer 420 => block5a_se_expand             (None, 1, 1, 960)                  param = 960 
layer 421 => block5a_se_excite             (None, 16, 16, 960)                  param = 245760 
layer 422 => block5a_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 423 => block5a_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 424 => block5b_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 425 => block5b_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 426 => block5b_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 427 => block5b_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 428 => block5b_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 429 => block5b_activation            (None, 16, 16, 1344)                  param = 344064 
layer 430 => block5b_se_squeeze            (None, 1344)                    param = 1344 
layer 431 => block5b_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 432 => block5b_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 433 => block5b_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 434 => block5b_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 435 => block5b_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 436 => block5b_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 437 => block5b_drop                  (None, 16, 16, 224)                  param = 57344 
layer 438 => block5b_add                   (None, 16, 16, 224)                  param = 57344 
layer 439 => block5c_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 440 => block5c_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 441 => block5c_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 442 => block5c_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 443 => block5c_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 444 => block5c_activation            (None, 16, 16, 1344)                  param = 344064 
layer 445 => block5c_se_squeeze            (None, 1344)                    param = 1344 
layer 446 => block5c_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 447 => block5c_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 448 => block5c_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 449 => block5c_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 450 => block5c_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 451 => block5c_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 452 => block5c_drop                  (None, 16, 16, 224)                  param = 57344 
layer 453 => block5c_add                   (None, 16, 16, 224)                  param = 57344 
layer 454 => block5d_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 455 => block5d_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 456 => block5d_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 457 => block5d_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 458 => block5d_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 459 => block5d_activation            (None, 16, 16, 1344)                  param = 344064 
layer 460 => block5d_se_squeeze            (None, 1344)                    param = 1344 
layer 461 => block5d_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 462 => block5d_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 463 => block5d_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 464 => block5d_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 465 => block5d_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 466 => block5d_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 467 => block5d_drop                  (None, 16, 16, 224)                  param = 57344 
layer 468 => block5d_add                   (None, 16, 16, 224)                  param = 57344 
layer 469 => block5e_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 470 => block5e_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 471 => block5e_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 472 => block5e_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 473 => block5e_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 474 => block5e_activation            (None, 16, 16, 1344)                  param = 344064 
layer 475 => block5e_se_squeeze            (None, 1344)                    param = 1344 
layer 476 => block5e_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 477 => block5e_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 478 => block5e_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 479 => block5e_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 480 => block5e_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 481 => block5e_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 482 => block5e_drop                  (None, 16, 16, 224)                  param = 57344 
layer 483 => block5e_add                   (None, 16, 16, 224)                  param = 57344 
layer 484 => block5f_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 485 => block5f_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 486 => block5f_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 487 => block5f_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 488 => block5f_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 489 => block5f_activation            (None, 16, 16, 1344)                  param = 344064 
layer 490 => block5f_se_squeeze            (None, 1344)                    param = 1344 
layer 491 => block5f_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 492 => block5f_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 493 => block5f_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 494 => block5f_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 495 => block5f_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 496 => block5f_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 497 => block5f_drop                  (None, 16, 16, 224)                  param = 57344 
layer 498 => block5f_add                   (None, 16, 16, 224)                  param = 57344 
layer 499 => block5g_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 500 => block5g_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 501 => block5g_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 502 => block5g_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 503 => block5g_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 504 => block5g_activation            (None, 16, 16, 1344)                  param = 344064 
layer 505 => block5g_se_squeeze            (None, 1344)                    param = 1344 
layer 506 => block5g_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 507 => block5g_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 508 => block5g_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 509 => block5g_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 510 => block5g_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 511 => block5g_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 512 => block5g_drop                  (None, 16, 16, 224)                  param = 57344 
layer 513 => block5g_add                   (None, 16, 16, 224)                  param = 57344 
layer 514 => block5h_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 515 => block5h_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 516 => block5h_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 517 => block5h_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 518 => block5h_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 519 => block5h_activation            (None, 16, 16, 1344)                  param = 344064 
layer 520 => block5h_se_squeeze            (None, 1344)                    param = 1344 
layer 521 => block5h_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 522 => block5h_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 523 => block5h_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 524 => block5h_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 525 => block5h_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 526 => block5h_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 527 => block5h_drop                  (None, 16, 16, 224)                  param = 57344 
layer 528 => block5h_add                   (None, 16, 16, 224)                  param = 57344 
layer 529 => block5i_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 530 => block5i_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 531 => block5i_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 532 => block5i_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 533 => block5i_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 534 => block5i_activation            (None, 16, 16, 1344)                  param = 344064 
layer 535 => block5i_se_squeeze            (None, 1344)                    param = 1344 
layer 536 => block5i_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 537 => block5i_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 538 => block5i_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 539 => block5i_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 540 => block5i_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 541 => block5i_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 542 => block5i_drop                  (None, 16, 16, 224)                  param = 57344 
layer 543 => block5i_add                   (None, 16, 16, 224)                  param = 57344 
layer 544 => block5j_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 545 => block5j_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 546 => block5j_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 547 => block5j_dwconv                (None, 16, 16, 1344)                  param = 344064 
layer 548 => block5j_bn                    (None, 16, 16, 1344)                  param = 344064 
layer 549 => block5j_activation            (None, 16, 16, 1344)                  param = 344064 
layer 550 => block5j_se_squeeze            (None, 1344)                    param = 1344 
layer 551 => block5j_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 552 => block5j_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 553 => block5j_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 554 => block5j_se_excite             (None, 16, 16, 1344)                  param = 344064 
layer 555 => block5j_project_conv          (None, 16, 16, 224)                  param = 57344 
layer 556 => block5j_project_bn            (None, 16, 16, 224)                  param = 57344 
layer 557 => block5j_drop                  (None, 16, 16, 224)                  param = 57344 
layer 558 => block5j_add                   (None, 16, 16, 224)                  param = 57344 
layer 559 => block6a_expand_conv           (None, 16, 16, 1344)                  param = 344064 
layer 560 => block6a_expand_bn             (None, 16, 16, 1344)                  param = 344064 
layer 561 => block6a_expand_activation     (None, 16, 16, 1344)                  param = 344064 
layer 562 => block6a_dwconv_pad            (None, 19, 19, 1344)                  param = 485184 
layer 563 => block6a_dwconv                (None, 8, 8, 1344)                  param = 86016 
layer 564 => block6a_bn                    (None, 8, 8, 1344)                  param = 86016 
layer 565 => block6a_activation            (None, 8, 8, 1344)                  param = 86016 
layer 566 => block6a_se_squeeze            (None, 1344)                    param = 1344 
layer 567 => block6a_se_reshape            (None, 1, 1, 1344)                  param = 1344 
layer 568 => block6a_se_reduce             (None, 1, 1, 56)                  param = 56 
layer 569 => block6a_se_expand             (None, 1, 1, 1344)                  param = 1344 
layer 570 => block6a_se_excite             (None, 8, 8, 1344)                  param = 86016 
layer 571 => block6a_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 572 => block6a_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 573 => block6b_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 574 => block6b_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 575 => block6b_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 576 => block6b_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 577 => block6b_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 578 => block6b_activation            (None, 8, 8, 2304)                  param = 147456 
layer 579 => block6b_se_squeeze            (None, 2304)                    param = 2304 
layer 580 => block6b_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 581 => block6b_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 582 => block6b_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 583 => block6b_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 584 => block6b_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 585 => block6b_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 586 => block6b_drop                  (None, 8, 8, 384)                  param = 24576 
layer 587 => block6b_add                   (None, 8, 8, 384)                  param = 24576 
layer 588 => block6c_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 589 => block6c_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 590 => block6c_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 591 => block6c_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 592 => block6c_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 593 => block6c_activation            (None, 8, 8, 2304)                  param = 147456 
layer 594 => block6c_se_squeeze            (None, 2304)                    param = 2304 
layer 595 => block6c_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 596 => block6c_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 597 => block6c_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 598 => block6c_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 599 => block6c_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 600 => block6c_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 601 => block6c_drop                  (None, 8, 8, 384)                  param = 24576 
layer 602 => block6c_add                   (None, 8, 8, 384)                  param = 24576 
layer 603 => block6d_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 604 => block6d_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 605 => block6d_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 606 => block6d_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 607 => block6d_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 608 => block6d_activation            (None, 8, 8, 2304)                  param = 147456 
layer 609 => block6d_se_squeeze            (None, 2304)                    param = 2304 
layer 610 => block6d_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 611 => block6d_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 612 => block6d_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 613 => block6d_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 614 => block6d_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 615 => block6d_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 616 => block6d_drop                  (None, 8, 8, 384)                  param = 24576 
layer 617 => block6d_add                   (None, 8, 8, 384)                  param = 24576 
layer 618 => block6e_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 619 => block6e_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 620 => block6e_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 621 => block6e_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 622 => block6e_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 623 => block6e_activation            (None, 8, 8, 2304)                  param = 147456 
layer 624 => block6e_se_squeeze            (None, 2304)                    param = 2304 
layer 625 => block6e_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 626 => block6e_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 627 => block6e_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 628 => block6e_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 629 => block6e_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 630 => block6e_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 631 => block6e_drop                  (None, 8, 8, 384)                  param = 24576 
layer 632 => block6e_add                   (None, 8, 8, 384)                  param = 24576 
layer 633 => block6f_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 634 => block6f_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 635 => block6f_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 636 => block6f_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 637 => block6f_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 638 => block6f_activation            (None, 8, 8, 2304)                  param = 147456 
layer 639 => block6f_se_squeeze            (None, 2304)                    param = 2304 
layer 640 => block6f_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 641 => block6f_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 642 => block6f_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 643 => block6f_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 644 => block6f_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 645 => block6f_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 646 => block6f_drop                  (None, 8, 8, 384)                  param = 24576 
layer 647 => block6f_add                   (None, 8, 8, 384)                  param = 24576 
layer 648 => block6g_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 649 => block6g_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 650 => block6g_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 651 => block6g_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 652 => block6g_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 653 => block6g_activation            (None, 8, 8, 2304)                  param = 147456 
layer 654 => block6g_se_squeeze            (None, 2304)                    param = 2304 
layer 655 => block6g_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 656 => block6g_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 657 => block6g_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 658 => block6g_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 659 => block6g_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 660 => block6g_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 661 => block6g_drop                  (None, 8, 8, 384)                  param = 24576 
layer 662 => block6g_add                   (None, 8, 8, 384)                  param = 24576 
layer 663 => block6h_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 664 => block6h_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 665 => block6h_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 666 => block6h_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 667 => block6h_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 668 => block6h_activation            (None, 8, 8, 2304)                  param = 147456 
layer 669 => block6h_se_squeeze            (None, 2304)                    param = 2304 
layer 670 => block6h_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 671 => block6h_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 672 => block6h_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 673 => block6h_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 674 => block6h_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 675 => block6h_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 676 => block6h_drop                  (None, 8, 8, 384)                  param = 24576 
layer 677 => block6h_add                   (None, 8, 8, 384)                  param = 24576 
layer 678 => block6i_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 679 => block6i_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 680 => block6i_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 681 => block6i_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 682 => block6i_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 683 => block6i_activation            (None, 8, 8, 2304)                  param = 147456 
layer 684 => block6i_se_squeeze            (None, 2304)                    param = 2304 
layer 685 => block6i_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 686 => block6i_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 687 => block6i_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 688 => block6i_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 689 => block6i_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 690 => block6i_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 691 => block6i_drop                  (None, 8, 8, 384)                  param = 24576 
layer 692 => block6i_add                   (None, 8, 8, 384)                  param = 24576 
layer 693 => block6j_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 694 => block6j_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 695 => block6j_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 696 => block6j_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 697 => block6j_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 698 => block6j_activation            (None, 8, 8, 2304)                  param = 147456 
layer 699 => block6j_se_squeeze            (None, 2304)                    param = 2304 
layer 700 => block6j_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 701 => block6j_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 702 => block6j_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 703 => block6j_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 704 => block6j_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 705 => block6j_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 706 => block6j_drop                  (None, 8, 8, 384)                  param = 24576 
layer 707 => block6j_add                   (None, 8, 8, 384)                  param = 24576 
layer 708 => block6k_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 709 => block6k_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 710 => block6k_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 711 => block6k_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 712 => block6k_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 713 => block6k_activation            (None, 8, 8, 2304)                  param = 147456 
layer 714 => block6k_se_squeeze            (None, 2304)                    param = 2304 
layer 715 => block6k_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 716 => block6k_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 717 => block6k_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 718 => block6k_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 719 => block6k_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 720 => block6k_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 721 => block6k_drop                  (None, 8, 8, 384)                  param = 24576 
layer 722 => block6k_add                   (None, 8, 8, 384)                  param = 24576 
layer 723 => block6l_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 724 => block6l_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 725 => block6l_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 726 => block6l_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 727 => block6l_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 728 => block6l_activation            (None, 8, 8, 2304)                  param = 147456 
layer 729 => block6l_se_squeeze            (None, 2304)                    param = 2304 
layer 730 => block6l_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 731 => block6l_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 732 => block6l_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 733 => block6l_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 734 => block6l_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 735 => block6l_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 736 => block6l_drop                  (None, 8, 8, 384)                  param = 24576 
layer 737 => block6l_add                   (None, 8, 8, 384)                  param = 24576 
layer 738 => block6m_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 739 => block6m_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 740 => block6m_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 741 => block6m_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 742 => block6m_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 743 => block6m_activation            (None, 8, 8, 2304)                  param = 147456 
layer 744 => block6m_se_squeeze            (None, 2304)                    param = 2304 
layer 745 => block6m_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 746 => block6m_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 747 => block6m_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 748 => block6m_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 749 => block6m_project_conv          (None, 8, 8, 384)                  param = 24576 
layer 750 => block6m_project_bn            (None, 8, 8, 384)                  param = 24576 
layer 751 => block6m_drop                  (None, 8, 8, 384)                  param = 24576 
layer 752 => block6m_add                   (None, 8, 8, 384)                  param = 24576 
layer 753 => block7a_expand_conv           (None, 8, 8, 2304)                  param = 147456 
layer 754 => block7a_expand_bn             (None, 8, 8, 2304)                  param = 147456 
layer 755 => block7a_expand_activation     (None, 8, 8, 2304)                  param = 147456 
layer 756 => block7a_dwconv                (None, 8, 8, 2304)                  param = 147456 
layer 757 => block7a_bn                    (None, 8, 8, 2304)                  param = 147456 
layer 758 => block7a_activation            (None, 8, 8, 2304)                  param = 147456 
layer 759 => block7a_se_squeeze            (None, 2304)                    param = 2304 
layer 760 => block7a_se_reshape            (None, 1, 1, 2304)                  param = 2304 
layer 761 => block7a_se_reduce             (None, 1, 1, 96)                  param = 96 
layer 762 => block7a_se_expand             (None, 1, 1, 2304)                  param = 2304 
layer 763 => block7a_se_excite             (None, 8, 8, 2304)                  param = 147456 
layer 764 => block7a_project_conv          (None, 8, 8, 640)                  param = 40960 
layer 765 => block7a_project_bn            (None, 8, 8, 640)                  param = 40960 
layer 766 => block7b_expand_conv           (None, 8, 8, 3840)                  param = 245760 
layer 767 => block7b_expand_bn             (None, 8, 8, 3840)                  param = 245760 
layer 768 => block7b_expand_activation     (None, 8, 8, 3840)                  param = 245760 
layer 769 => block7b_dwconv                (None, 8, 8, 3840)                  param = 245760 
layer 770 => block7b_bn                    (None, 8, 8, 3840)                  param = 245760 
layer 771 => block7b_activation            (None, 8, 8, 3840)                  param = 245760 
layer 772 => block7b_se_squeeze            (None, 3840)                    param = 3840 
layer 773 => block7b_se_reshape            (None, 1, 1, 3840)                  param = 3840 
layer 774 => block7b_se_reduce             (None, 1, 1, 160)                  param = 160 
layer 775 => block7b_se_expand             (None, 1, 1, 3840)                  param = 3840 
layer 776 => block7b_se_excite             (None, 8, 8, 3840)                  param = 245760 
layer 777 => block7b_project_conv          (None, 8, 8, 640)                  param = 40960 
