layer 1 => input_tensor                  [(None, 256, 256, 3)]                     param = 1.0 
layer 393 => block6e_se_expand             (None, 1, 1, 1632)                  param = 1632 
layer 394 => block6e_se_excite             (None, 8, 8, 1632)                  param = 104448 
layer 395 => block6e_project_conv          (None, 8, 8, 272)                  param = 17408 
layer 396 => block6e_project_bn            (None, 8, 8, 272)                  param = 17408 
layer 397 => block6e_drop                  (None, 8, 8, 272)                  param = 17408 
layer 398 => block6e_add                   (None, 8, 8, 272)                  param = 17408 
layer 399 => block6f_expand_conv           (None, 8, 8, 1632)                  param = 104448 
layer 400 => block6f_expand_bn             (None, 8, 8, 1632)                  param = 104448 
layer 401 => block6f_expand_activation     (None, 8, 8, 1632)                  param = 104448 
layer 402 => block6f_dwconv                (None, 8, 8, 1632)                  param = 104448 
layer 403 => block6f_bn                    (None, 8, 8, 1632)                  param = 104448 
layer 404 => block6f_activation            (None, 8, 8, 1632)                  param = 104448 
layer 405 => block6f_se_squeeze            (None, 1632)                    param = 1632 
layer 406 => block6f_se_reshape            (None, 1, 1, 1632)                  param = 1632 
layer 407 => block6f_se_reduce             (None, 1, 1, 68)                  param = 68 
layer 408 => block6f_se_expand             (None, 1, 1, 1632)                  param = 1632 
layer 409 => block6f_se_excite             (None, 8, 8, 1632)                  param = 104448 
layer 410 => block6f_project_conv          (None, 8, 8, 272)                  param = 17408 
layer 411 => block6f_project_bn            (None, 8, 8, 272)                  param = 17408 
layer 412 => block6f_drop                  (None, 8, 8, 272)                  param = 17408 
layer 413 => block6f_add                   (None, 8, 8, 272)                  param = 17408 
layer 414 => block6g_expand_conv           (None, 8, 8, 1632)                  param = 104448 
layer 415 => block6g_expand_bn             (None, 8, 8, 1632)                  param = 104448 
layer 416 => block6g_expand_activation     (None, 8, 8, 1632)                  param = 104448 
layer 417 => block6g_dwconv                (None, 8, 8, 1632)                  param = 104448 
layer 418 => block6g_bn                    (None, 8, 8, 1632)                  param = 104448 
layer 419 => block6g_activation            (None, 8, 8, 1632)                  param = 104448 
layer 420 => block6g_se_squeeze            (None, 1632)                    param = 1632 
layer 421 => block6g_se_reshape            (None, 1, 1, 1632)                  param = 1632 
layer 422 => block6g_se_reduce             (None, 1, 1, 68)                  param = 68 
layer 423 => block6g_se_expand             (None, 1, 1, 1632)                  param = 1632 
layer 424 => block6g_se_excite             (None, 8, 8, 1632)                  param = 104448 
layer 425 => block6g_project_conv          (None, 8, 8, 272)                  param = 17408 
layer 426 => block6g_project_bn            (None, 8, 8, 272)                  param = 17408 
layer 427 => block6g_drop                  (None, 8, 8, 272)                  param = 17408 
layer 428 => block6g_add                   (None, 8, 8, 272)                  param = 17408 
layer 429 => block6h_expand_conv           (None, 8, 8, 1632)                  param = 104448 
layer 430 => block6h_expand_bn             (None, 8, 8, 1632)                  param = 104448 
layer 431 => block6h_expand_activation     (None, 8, 8, 1632)                  param = 104448 
layer 432 => block6h_dwconv                (None, 8, 8, 1632)                  param = 104448 
layer 433 => block6h_bn                    (None, 8, 8, 1632)                  param = 104448 
layer 434 => block6h_activation            (None, 8, 8, 1632)                  param = 104448 
layer 435 => block6h_se_squeeze            (None, 1632)                    param = 1632 
layer 436 => block6h_se_reshape            (None, 1, 1, 1632)                  param = 1632 
layer 437 => block6h_se_reduce             (None, 1, 1, 68)                  param = 68 
layer 438 => block6h_se_expand             (None, 1, 1, 1632)                  param = 1632 
layer 439 => block6h_se_excite             (None, 8, 8, 1632)                  param = 104448 
layer 440 => block6h_project_conv          (None, 8, 8, 272)                  param = 17408 
layer 441 => block6h_project_bn            (None, 8, 8, 272)                  param = 17408 
layer 442 => block6h_drop                  (None, 8, 8, 272)                  param = 17408 
layer 443 => block6h_add                   (None, 8, 8, 272)                  param = 17408 
layer 444 => block7a_expand_conv           (None, 8, 8, 1632)                  param = 104448 
layer 445 => block7a_expand_bn             (None, 8, 8, 1632)                  param = 104448 
layer 446 => block7a_expand_activation     (None, 8, 8, 1632)                  param = 104448 
layer 447 => block7a_dwconv                (None, 8, 8, 1632)                  param = 104448 
layer 448 => block7a_bn                    (None, 8, 8, 1632)                  param = 104448 
layer 449 => block7a_activation            (None, 8, 8, 1632)                  param = 104448 
layer 450 => block7a_se_squeeze            (None, 1632)                    param = 1632 
layer 451 => block7a_se_reshape            (None, 1, 1, 1632)                  param = 1632 
layer 452 => block7a_se_reduce             (None, 1, 1, 68)                  param = 68 
layer 453 => block7a_se_expand             (None, 1, 1, 1632)                  param = 1632 
layer 454 => block7a_se_excite             (None, 8, 8, 1632)                  param = 104448 
layer 455 => block7a_project_conv          (None, 8, 8, 448)                  param = 28672 
layer 456 => block7a_project_bn            (None, 8, 8, 448)                  param = 28672 
layer 457 => block7b_expand_conv           (None, 8, 8, 2688)                  param = 172032 
layer 458 => block7b_expand_bn             (None, 8, 8, 2688)                  param = 172032 
layer 459 => block7b_expand_activation     (None, 8, 8, 2688)                  param = 172032 
layer 460 => block7b_dwconv                (None, 8, 8, 2688)                  param = 172032 
layer 461 => block7b_bn                    (None, 8, 8, 2688)                  param = 172032 
layer 462 => block7b_activation            (None, 8, 8, 2688)                  param = 172032 
layer 463 => block7b_se_squeeze            (None, 2688)                    param = 2688 
layer 464 => block7b_se_reshape            (None, 1, 1, 2688)                  param = 2688 
layer 465 => block7b_se_reduce             (None, 1, 1, 112)                  param = 112 
layer 466 => block7b_se_expand             (None, 1, 1, 2688)                  param = 2688 
layer 467 => block7b_se_excite             (None, 8, 8, 2688)                  param = 172032 
layer 468 => block7b_project_conv          (None, 8, 8, 448)                  param = 28672 
layer 469 => block7b_project_bn            (None, 8, 8, 448)                  param = 28672 
layer 470 => block7b_drop                  (None, 8, 8, 448)                  param = 28672 
layer 471 => block7b_add                   (None, 8, 8, 448)                  param = 28672 
layer 472 => top_conv                      (None, 8, 8, 1792)                  param = 114688 
layer 473 => top_bn                        (None, 8, 8, 1792)                  param = 114688 
layer 474 => top_activation                (None, 8, 8, 1792)                  param = 114688 
layer 475 => avg_pool                      (None, 1792)                    param = 1792 
layer 476 => top_dropout                   (None, 1792)                    param = 1792 
layer 477 => predictions                   (None, 1000)                    param = 1000 
